RShoulderRoll,LShoulderRoll,RShoulderPitch,LShoulderPitch,RElbowRoll,LElbowRoll,RElbowYaw,LElbowYaw,HeadYaw,HeadPitch,RWristYaw,LWristYaw
-0.26695799827575684,-0.07827591896057129,1.446603775024414,0.23312616348266602,0.4847860336303711,-0.3911280632019043,1.3744220733642578,-1.4082541465759277,-0.007711887359619141,0.03523993492126465,-0.010779857635498047,-0.02611994743347168
-0.26695799827575684,-0.07827591896057129,1.446603775024414,0.23312616348266602,0.48325204849243164,-0.3911280632019043,1.3759560585021973,-1.4082541465759277,-0.007711887359619141,0.03523993492126465,-0.009245872497558594,-0.02611994743347168
-0.26695799827575684,-4.1961669921875e-05,1.446603775024414,-0.6443219184875488,0.48325204849243164,-0.2269899845123291,1.3744220733642578,-1.40211820602417,-0.007711887359619141,0.03523993492126465,-0.009245872497558594,-0.027653932571411133
-0.26695799827575684,0.007627964019775391,1.446603775024414,-0.6443219184875488,0.4847860336303711,-0.2269899845123291,1.3744220733642578,-1.40211820602417,-0.007711887359619141,0.03523993492126465,-0.010779857635498047,-0.02611994743347168
-0.26695799827575684,0.03217196464538574,1.446603775024414,-1.3867778778076172,0.467911958694458,-0.31136012077331543,1.3759560585021973,-1.4097881317138672,0.0030260086059570312,0.0367741584777832,-0.010779857635498047,-0.052197933197021484
-0.26695799827575684,0.018366098403930664,1.446603775024414,-1.3867778778076172,0.467911958694458,-0.31136012077331543,1.3759560585021973,-1.4097881317138672,0.0030260086059570312,0.0367741584777832,-0.010779857635498047,-0.052197933197021484
-0.26695799827575684,1.1611961126327515,1.446603775024414,-0.8422079086303711,0.467911958694458,-0.6442379951477051,1.3759560585021973,-1.376039981842041,-0.0031099319458007812,0.0367741584777832,-0.010779857635498047,-0.05066394805908203
-0.26695799827575684,1.1611961126327515,1.446603775024414,-0.8422079086303711,0.46637797355651855,-0.6442379951477051,1.3759560585021973,-1.37910795211792,-0.0015759468078613281,0.03523993492126465,-0.010779857635498047,-0.05066394805908203
-0.26695799827575684,0.420274019241333,1.4450697898864746,-1.5217700004577637,0.4510378837585449,-0.2960200309753418,1.3759560585021973,-1.412856101989746,0.0030260086059570312,0.0367741584777832,-0.007711887359619141,-0.05526590347290039
-0.26695799827575684,0.41874003410339355,1.4450697898864746,-1.5309739112854004,0.4510378837585449,-0.2990880012512207,1.3759560585021973,-1.412856101989746,0.0030260086059570312,0.0367741584777832,-0.007711887359619141,-0.05526590347290039
-0.26695799827575684,-0.13503408432006836,1.4450697898864746,-1.5509161949157715,0.4510378837585449,-0.19324207305908203,1.3759560585021973,-1.4097881317138672,0.0030260086059570312,0.0367741584777832,-0.007711887359619141,-0.05066394805908203
-0.26695799827575684,-0.15497589111328125,1.4450697898864746,-1.549382209777832,0.4510378837585449,-0.16563010215759277,1.3759560585021973,-1.4097881317138672,0.0030260086059570312,0.0367741584777832,-0.007711887359619141,-0.05066394805908203
