RShoulderRoll,LShoulderRoll,RShoulderPitch,LShoulderPitch,RElbowRoll,LElbowRoll,RElbowYaw,LElbowYaw,HeadYaw,HeadPitch,RWristYaw,LWristYaw
-0.26695799827575684,0.26840806007385254,1.4389338493347168,1.4388500452041626,0.9986758232116699,-0.9985921382904053,1.371354103088379,-1.3668360710144043,-0.0031099319458007812,0.03523993492126465,-0.0123138427734375,0.010695934295654297
-0.2286078929901123,0.2208540439605713,1.4389338493347168,1.440384030342102,0.9587922096252441,-0.9387660026550293,1.3698201179504395,-1.3668360710144043,-0.0031099319458007812,0.0367741584777832,-0.010779857635498047,0.010695934295654297
-0.21633601188659668,0.15949392318725586,1.1842899322509766,1.440384030342102,1.02168607711792,-0.8758721351623535,1.3882280588150024,-1.3668360710144043,-0.0031099319458007812,0.03523993492126465,0.056715965270996094,0.009161949157714844
-0.17031598091125488,0.0827939510345459,0.27309393882751465,1.440384030342102,0.9818019866943359,-0.8620660305023193,1.3820921182632446,-1.3668360710144043,-0.0031099319458007812,0.0367741584777832,0.15029001235961914,0.01683211326599121
-0.07674193382263184,0.03217196464538574,0.14270401000976562,1.4143060445785522,1.0232200622558594,-0.897348165512085,1.3728880882263184,-1.3637681007385254,-0.0015759468078613281,0.0367741584777832,0.16869807243347168,0.015298128128051758
-0.05986785888671875,-4.1961669921875e-05,0.14730596542358398,0.8145120143890381,1.0232200622558594,-0.894279956817627,1.371354103088379,-1.362234115600586,-0.0015759468078613281,0.0367741584777832,0.19017410278320312,0.013764142990112305
-0.06447005271911621,-0.03225588798522949,0.14423799514770508,0.2638061046600342,1.0293560028076172,-0.8528621196746826,1.3652180433273315,-1.3714380264282227,-0.0031099319458007812,0.0367741584777832,0.21165013313293457,0.0014920234680175781
-0.08287787437438965,-0.04606199264526367,-0.30675792694091797,0.23772811889648438,1.0002098083496094,-0.8850760459899902,1.3682861328125,-1.3545641899108887,-0.0031099319458007812,0.0367741584777832,0.25460195541381836,0.029103994369506836
0.010695934295654297,-0.04606199264526367,-0.9418339729309082,0.23619413375854492,0.5599520206451416,-0.9096200466156006,1.371354103088379,-1.3545641899108887,-0.0031099319458007812,0.0367741584777832,0.43868207931518555,0.04904603958129883
0.0367741584777832,-0.042994022369384766,-0.9602420330047607,0.09966802597045898,0.48018407821655273,-0.9617760181427002,1.3682861328125,-1.3699040412902832,-0.0031099319458007812,0.0367741584777832,0.44788599014282227,-0.0123138427734375
0.029103994369506836,-0.03685808181762695,-0.9356980323791504,-0.5538160800933838,0.4295620918273926,-0.5046441555023193,1.3728880882263184,-1.418992042541504,-0.0015759468078613281,0.0367741584777832,0.44788599014282227,-0.3267838954925537
0.03063797950744629,-0.13196587562561035,-0.797637939453125,-1.035491943359375,0.39734792709350586,-0.03490658476948738,1.3728880882263184,-1.4266619682312012,-0.0015759468078613281,0.0367741584777832,0.4494199752807617,-0.3298518657684326
0.04137611389160156,-0.1304318904876709,-0.01222991943359375,-1.0370259284973145,0.6458559036254883,-0.03490658476948738,1.0798940658569336,-1.432797908782959,-0.0031099319458007812,0.0367741584777832,0.20858192443847656,-0.33905601501464844
-0.2025299072265625,-0.08748006820678711,0.5630199909210205,-0.9127721786499023,1.2609901428222656,-0.03490658476948738,0.8589980602264404,-1.432797908782959,-0.0031099319458007812,0.0367741584777832,0.1978440284729004,-0.33905601501464844
-0.257753849029541,-0.15804386138916016,0.6673319339752197,-0.3697359561920166,1.395981788635254,-0.06898808479309082,0.8589980602264404,-1.4220600128173828,-0.0031099319458007812,0.0367741584777832,0.1978440284729004,-0.23781204223632812
-0.257753849029541,-0.3141592741012573,0.6673319339752197,0.038308143615722656,1.3975157737731934,-0.16716408729553223,0.8451919555664062,-1.3284859657287598,-0.0031099319458007812,0.0367741584777832,0.19631004333496094,-0.1365680694580078
-0.4817180633544922,-0.26695799827575684,0.6811380386352539,0.24539804458618164,1.4956917762756348,-0.2990880012512207,0.7884340286254883,-1.1612801551818848,-0.0031099319458007812,0.0367741584777832,0.19477605819702148,-0.042994022369384766
-0.9864039421081543,-0.13810205459594727,0.751702070236206,0.3573801517486572,1.5446163415908813,-0.40953612327575684,0.7009961605072021,-0.9741320610046387,-0.0031099319458007812,0.03523993492126465,0.19477605819702148,-0.0061779022216796875
-1.1536102294921875,0.6718499660491943,0.751702070236206,0.5184500217437744,1.5446163415908813,-0.9188239574432373,0.6979279518127441,-0.6259140968322754,-0.0015759468078613281,0.03523993492126465,0.19477605819702148,0.09813404083251953
-1.296271800994873,1.3007900714874268,0.7563040256500244,0.533790111541748,1.5446163415908813,-1.2179540395736694,0.6902580261230469,-0.4909219741821289,-0.0015759468078613281,0.04444408416748047,0.19477605819702148,0.10733795166015625
-0.9511218070983887,1.135118007659912,0.76857590675354,0.533790111541748,1.5446163415908813,-1.3498780727386475,0.590548038482666,-0.42649388313293457,-0.0031099319458007812,0.042910099029541016,0.19324207305908203,0.10733795166015625
-0.35899806022644043,0.7776961326599121,0.6642639636993408,0.5491299629211426,1.5446163415908813,-1.5446163415908813,0.5890140533447266,-0.31911396980285645,-0.0031099319458007812,0.047512054443359375,0.14722204208374023,0.07972598075866699
0.018366098403930664,0.25460195541381836,0.6013698577880859,0.5736739635467529,1.5446163415908813,-1.5446163415908813,0.5966839790344238,-0.3344540596008301,-0.0031099319458007812,0.047512054443359375,0.09199810028076172,0.019900083541870117
-0.18872404098510742,0.3052239418029785,0.5890979766845703,0.5844120979309082,1.5446163415908813,-1.5446163415908813,0.63043212890625,-0.43416404724121094,-0.0031099319458007812,0.047512054443359375,0.03063797950744629,0.018366098403930664
-0.3927459716796875,0.30062198638916016,0.43723201751708984,0.590548038482666,1.5446163415908813,-1.5446163415908813,1.2885180711746216,-0.7440319061279297,-0.0015759468078613281,0.047512054443359375,0.17330002784729004,0.015298128128051758
